trace,rep,level,k,rho_busy,G,guard,policy,B0,B0_base,eta,Bmax,gap,red_pct,harm,feasible_level,w_p99_dl,w_mean,max_excess,max_heavy,qw_forced_frac,used_over_allowed,guar_excess_max,bound_viol
valid,0,1,5,0.7345263217381305,300.0,cap,CAP-G300-B600-e0.25,750.0,600.0,0.25,720.0,0.7358258001594982,52.415914899901814,169.84928454458714,False,62.15772856950736,1.868092787832221,223.89877106249327,984.19945512712,0.0566947031150751,0.7463292368749778,300.0,0
valid,0,2,4,0.9181579021726632,300.0,cap,CAP-G300-B600-e0.25,600.0,600.0,0.25,600.0,0.36931054647286055,30.06338611324065,186.1174862384796,False,173.84626297086385,4.060819577339236,218.56833763420585,1287.1661649644377,0.1382211920019628,0.7285611254473527,300.0,0
valid,0,0,7,0.524661658384379,300.0,cap,CAP-G300-B600-e0.5,1050.0,600.0,0.5,960.0,0.7171663908861122,40.250870469089485,162.62570708990097,False,27.968765136599487,0.5893663476306444,179.11947426199913,640.9534273594618,0.0207329476318213,0.5970649142066637,300.0,0
valid,0,1,5,0.7345263217381305,300.0,cap,CAP-G300-B600-e0.5,750.0,600.0,0.5,720.0,0.7358258001594982,52.415914899901814,169.84928454458714,False,62.15772856950736,1.868092787832221,223.89877106249327,984.19945512712,0.0566947031150751,0.7463292368749778,300.0,0
valid,0,2,4,0.9181579021726632,300.0,cap,CAP-G300-B600-e0.5,600.0,600.0,0.5,600.0,0.36931054647286055,30.06338611324065,186.1174862384796,False,173.84626297086385,4.060819577339236,218.56833763420585,1287.1661649644377,0.1382211920019628,0.7285611254473527,300.0,0
valid,0,0,7,0.524661658384379,300.0,cap,CAP-G300-B600-e0.75,1050.0,600.0,0.75,960.0,0.7171663908861122,40.250870469089485,162.62570708990097,False,27.968765136599487,0.5893663476306444,179.11947426199913,640.9534273594618,0.0207329476318213,0.5970649142066637,300.0,0
valid,0,1,5,0.7345263217381305,300.0,cap,CAP-G300-B600-e0.75,750.0,600.0,0.75,720.0,0.7358258001594982,52.415914899901814,169.84928454458714,False,62.15772856950736,1.868092787832221,223.89877106249327,984.19945512712,0.0566947031150751,0.7463292368749778,300.0,0
valid,0,2,4,0.9181579021726632,300.0,cap,CAP-G300-B600-e0.75,600.0,600.0,0.75,600.0,0.36931054647286055,30.06338611324065,186.1174862384796,False,173.84626297086385,4.060819577339236,218.56833763420585,1287.1661649644377,0.1382211920019628,0.7285611254473527,300.0,0
valid,0,0,7,0.524661658384379,300.0,cap,CAP-G300-B600-e0.9,1050.0,600.0,0.9,960.0,0.7171663908861122,40.250870469089485,162.62570708990097,False,27.968765136599487,0.5893663476306444,179.11947426199913,640.9534273594618,0.0207329476318213,0.5970649142066637,300.0,0
valid,0,1,5,0.7345263217381305,300.0,cap,CAP-G300-B600-e0.9,750.0,600.0,0.9,720.0,0.7358258001594982,52.415914899901814,169.84928454458714,False,62.15772856950736,1.868092787832221,223.89877106249327,984.19945512712,0.0566947031150751,0.7463292368749778,300.0,0
valid,0,2,4,0.9181579021726632,300.0,cap,CAP-G300-B600-e0.9,600.0,600.0,0.9,600.0,0.36931054647286055,30.06338611324065,186.1174862384796,False,173.84626297086385,4.060819577339236,218.56833763420585,1287.1661649644377,0.1382211920019628,0.7285611254473527,300.0,0
